,image_id,PredictionString
1513,84564d34f32254f20e49bcb6ab603421, 0 0.9324496388435364 804 623 1093 959
1514,847743152f064b66922857b03babd9b4, 0 0.6440151929855347 782 624 1079 960
1515,84ab46d62cc73aa48c4c219074638067, 14 0.7675713896751404 0 0 1 1
1516,84c632197eb00d0bf42931649cf26a84, 0 0.7443746328353882 719 601 999 923 1 0.5033637881278992 598 797 1008 1133
1517,84d97a74cb6d007c8b4370c07920137c, 14 1.0 0 0 1 1
1518,851111c0d1373209b9cff31baf15dbe2, 0 0.596703827381134 973 683 1371 1037
1519,852323f1b1d59921ce43fbb0ce7778ef, 0 0.5399925112724304 583 461 810 722 7 0.5960264205932617 569 653 907 929
1520,8523b847bfffd922ccc8748667cb4a6b,
1521,8545aad85354b8db7d5ce731a985a5dd, 14 0.8661335110664368 0 0 1 1
1522,85718436181b19f2d96683adba71e0fb, 0 0.5260283350944519 910 614 1278 942
1523,859b2897036f5ebf281996b5c3ed5571, 0 0.607269287109375 690 567 954 862
1524,85bda836908ce9aa420b408de60d12b9, 0 0.8160172700881958 908 632 1235 969
1525,85c79168f44971d4ed1a4ceb92f52782, 0 0.7439765334129333 712 597 1015 915
1526,85cfce301b95db7beeaeeee8d9b44b31, 0 0.5927244424819946 725 583 1006 874 13 0.5115492939949036 0 0 0 0
1527,85e3f349aa7ffca50350583c0e872b3e, 14 0.591103196144104 0 0 1 1
1528,85ffcfa2cb02025abd57e2ed21ec4aa2, 0 0.6781295537948608 695 527 955 825
1529,860d962f6bcb589691efe5911ef2c415,
1530,8622b8fb70af2568eb36fe1e9bf944df,
1531,865f04d531a2cea8ae54bea8419a143b, 0 0.7912278771400452 662 533 912 816
1532,8665a7a54f95442fbf721f9865fd2215, 14 1.0 0 0 1 1
1533,8673c57e2f920c8bb15d3c8a062ee2a2, 14 0.6299760937690735 0 0 1 1
1534,867fdc610019d6500f0d02205491d6b3, 14 0.7633375525474548 0 0 1 1
1535,86a162a046aa05913ec0ea15a37bf6ec,
1536,86b6e82323a0bc62ea29acad47cb8b4b, 14 0.9999427795410156 0 0 1 1
1537,86c250394507375a62f41b8178cee56b, 14 1.0 0 0 1 1
1538,86d44d9e44347855ffc41410e213f3fc, 14 0.948575496673584 0 0 1 1
1539,86f163288f42611c975cbc28990cadd3, 14 1.0 0 0 1 1
1540,86f879c042c8a2860eb6f3177d374998, 0 0.7433506846427917 822 669 1138 1011
1541,86f8a2d7a8ea7bc8f1d9410b1434ffca, 14 0.8604733347892761 0 0 1 1
1542,86fa4d1e5cc255212325d29ff77600fe,
1543,8704b3b6daca3fa2a42630a22b6ded1a,
1544,870de757427d966a02d162ae502f6563, 14 0.9970977306365967 0 0 1 1
1545,8718fb6c453339e5db252d14328d8ae9, 14 0.9999833106994629 0 0 1 1
1546,871a0f6c5f88473af86d1ceab436a040, 0 0.6426794528961182 813 665 1132 1014
1547,871e8ae9dc52f1fd45a7cd3068c71d2e, 14 0.5275473594665527 0 0 1 1
1548,8738f1843ea1425fdb36e2b0fac23626,
1549,874ac8cb7b030ee4356d0b1bf54f3bd6, 0 0.8593858480453491 981 563 1297 882
1550,87763a0a0edd30e68ff86a100878c3be, 14 1.0 0 0 1 1
1551,878e449975ff3b3fe915c976e7b8349e, 3 0.7876067161560059 514 506 758 756
1552,879749b06c2dd7de7a76887d7f3dc506, 14 0.7550966739654541 0 0 1 1
1553,879e183709977d43bd02d4e51ef325b4, 14 0.8266194462776184 0 0 1 1
1554,879ec35e876a8aa2ca445cc465da8322, 14 1.0 0 0 1 1
1555,87a17e0680f0324fb5e39c610ec1eabc, 14 0.6026061773300171 0 0 1 1
1556,87aa2198c942403312bb79486a068fec,
1557,87d52b0c51edffcdd87793fe348aed71, 14 0.9136523604393005 0 0 1 1
1558,88026d37fe4202ab073fa838da4fa438, 0 0.5602074265480042 637 547 889 824
1559,880331cec567a33bdfa422b8cae7f77c, 0 0.5679818987846375 730 510 1047 786
1560,880b327f38330a6d6f8ecd18678ab1eb, 14 0.8462702631950378 0 0 1 1
1561,88225a0655ff2e979a4901a74d206118, 14 0.9017898440361023 0 0 1 1
1562,8833925206c256a23d191bf9e976a37c, 14 1.0 0 0 1 1
1563,884f2b574d9600dd52f4a04c9aa3a230,
1564,88555f70eddbd1b7f5153f78c180a3f3,
1565,885cb27d4cf51dc3aa6fa71b3aff08d8, 0 0.5719274282455444 715 617 998 943
1566,8861966283668b026211d4789e556e32, 0 0.6441105008125305 734 637 1032 958
1567,887371388c9802ebf6e18d617d1c9ead, 14 0.9162120819091797 0 0 1 1
1568,889347926c284c6c61234b357153d327, 0 0.8411965370178223 688 538 949 847
1569,889c383884d98ca6c0f3ef7e5c988f47,
1570,88b95ee8ca5cf416d2d4eefe6fdda544,
1571,88c170fc29bb285ec48a809de2d206cd, 14 0.6929063200950623 0 0 1 1
1572,88cd5c503ff4f6309fd2b7b38ac71788, 14 0.9999901056289673 0 0 1 1
1573,88d2ce200de6d068f75bd22fe9c9ff99,
1574,88e1a8afc53c842ef8b8f8d6a3aed32b,
1575,89026693453e72d07cdccd6a98999fd5, 14 1.0 0 0 1 1
1576,8915d3a6c700fd26eddb5c5d7f67571c, 0 0.582127034664154 802 638 1103 968
1577,89712ddf9e0bcf39f38d7fb0c174b316, 14 0.786054253578186 0 0 1 1
1578,897bb7685ab7e0b33ffd63d8a8c602af,
1579,897c9283fc1e7c7c9c27db654aec8d73, 14 0.8268101811408997 0 0 1 1
1580,898f3a2c28f2267652a51a0163da0a19,
1581,899071c789c858f5f18e7bb8cc01e9d8, 14 0.9628564119338989 0 0 1 1
1582,8997b6c26e44ce628e1eb711d11823fc, 0 0.9654045701026917 785 596 1077 934
1583,89d69479402c09787ae6663d2536a200,
1584,89ed046a7e6ea0bf90a90d41c93838fa, 14 0.595342755317688 0 0 1 1
1585,89f04f147e058dd9899c3868fc135e4f, 0 0.6214050650596619 907 751 1255 1132
1586,89f132e2e7c2ba998aca172c2ac942b6,
1587,89f9bf838081221588361f1da1e9a81a, 14 0.9844862818717957 0 0 1 1
1588,89fe3306458a22b4872928854c8d7a93, 0 0.5567839741706848 839 688 1164 1046
1589,8a03b8aacb12ad5740f7d6d236631937, 14 0.7216170430183411 0 0 1 1
1590,8a0914af872a03770cd65e63ac220504,
1591,8a135433be4f3db4c84dd0c17fd49bd5, 14 0.7967686057090759 0 0 1 1
1592,8a1b171f8f5fff7acafec5dcb11b67da, 14 0.5746396780014038 0 0 1 1
1593,8a21e0bb68cd729b2108a80faf955b7d, 14 0.7307588458061218 0 0 1 1
1594,8a28453b44f960e96195ef63a19eef4d, 0 0.8338947892189026 661 566 919 849
1595,8a4ebdea1fd73168d73755a4335b6ac6, 0 0.7930307388305664 998 651 1370 995
1596,8a56a454dfea716a4d249144054974c1, 14 0.9311450123786926 0 0 1 1
1597,8ae22bee34bbc561f7ce751a893a2715, 0 0.5039671659469604 712 493 992 763
1598,8b0d1968a2f5c7d6f4fd31b9b6fa37d0, 0 0.5538227558135986 619 536 867 800
1599,8b1be486cd3aa270873ee8bce40084a0,
1600,8b20c3eebf97ebe4a939ec16f1be2ccf, 14 0.9280183911323547 0 0 1 1
1601,8b367525fe691a088991bf7ceb7b0ba9, 0 0.7296157479286194 790 627 1086 951
1602,8b44752d98acbc233b093260c0f2061d, 14 0.5557003617286682 0 0 1 1
1603,8b783188befa28d99bbf268a7f30bf0c, 0 0.6928668022155762 905 673 1245 1023
1604,8b80c6d513fcc465dee24402e8431bd3, 0 0.6319165229797363 742 555 1035 845
1605,8b83b4587641993e3b01daa61e207ba9, 0 0.9227139949798584 983 655 1333 987 13 0.5181176066398621 0 0 0 0
1606,8b92de834e67f5a072af66d59aacc825,
1607,8b9c9d55bd03bf92f252c764bdc05bcf,
1608,8b9ea72de468504f3dbc3fc711f905a3, 0 0.7575223445892334 1054 735 1489 1111
1609,8bb8636f45e172949bb99b3d5dd715fd, 0 0.5055577158927917 672 551 936 837
1610,8bdba2010a4775f16a711feab58b8c1c, 0 0.7562063336372375 486 278 667 443
1611,8bf191972855f263e27d2239d753e622, 0 0.7720513343811035 945 771 1341 1157 3 0.9153339266777039 754 1072 1378 1441
1612,8bfad13f75648d94cdc8fc5f988f701f, 14 0.999997615814209 0 0 1 1
1613,8c199df8b4209bac0e289a8fc63f46fc,
1614,8c1da0c0eb67a8b7bb7cfac84ecb1cc9, 14 0.934576153755188 0 0 1 1
1615,8c40cb4ad9be5f24327c1b188f14b81b, 14 0.5103369355201721 0 0 1 1
1616,8c5f21ee2a5e13f48eddb5877084a11f, 14 0.913667619228363 0 0 1 1
1617,8c6139a7a9ea206b16b3a0d330ad6c02, 0 0.5969902873039246 876 674 1216 1019
1618,8c6c6d7609f644dea5044ac56725cf3a, 0 0.7865666747093201 724 557 1012 863
1619,8c7341b62afed8980c0cfa1659909be3, 3 0.7318047285079956 754 629 1078 945 3 0.81379634141922 693 875 1202 1224
1620,8ca35bde756454ae2789f75ad12dfa1a, 14 0.7166675329208374 0 0 1 1
1621,8cdb33b248a22754d1c2d8b409695a23,
1622,8d14c321b87595be89926a9b5219150b, 14 0.8586015701293945 0 0 1 1 7 0.56671142578125 526 564 889 788
1623,8d1cee8994769d8a74512426fb45cd98, 0 0.7181256413459778 832 694 1149 1051
1624,8d320a31edbc7f28ea0e329c5a91c55c, 0 0.826028048992157 800 658 1099 989 13 0.5905367136001587 0 0 0 0
1625,8d53f1f5d327b1e1642bdb63d697c4fe,
1626,8d598771f57b55e64a2ecd048ac42194,
1627,8d612aaeaf1b5a01971cbdba49b37fdb,
1628,8d677aa2749132774b4bb1400351e097,
1629,8d87354fed4d79fe6e33267600d66adf, 14 0.9621143937110901 0 0 1 1
1630,8d8830c35ca3c9b01c3dd33eb4fabc00,
1631,8d92d5da9bcba061cf36ee0a6c4d5d45,
1632,8db4cbed642a41074ac5acdb0be452e4, 14 1.0 0 0 1 1
1633,8db986c7dad6ac1f5b3bcbf23b358d63, 0 0.5280437469482422 868 748 1208 1115
1634,8de301615cf3fca4c747a87d9b9505c1, 14 0.6973552703857422 0 0 1 1
1635,8dec5497ecc246766acfba5a4be4e619, 14 0.9053305983543396 0 0 1 1
1636,8e3d51015dcc574507110141019bc77a, 14 0.9321010112762451 0 0 1 1
1637,8e45289dba71354bafe44794b7d60d2c,
1638,8e6dca156b7d89a13ab8849b30bf511f,
1639,8e9dbebe9681191780dd66779a27a663, 0 0.7940728664398193 1014 748 1400 1141
1640,8ea15d8dffaccc803d343596092354b5,
1641,8eac0d67c1763bf49cff773d0acce819,
1642,8ecee848dad45a30b6a0f80f6524a3cd,
1643,8edb79319d71c1813e91d049d466e237, 0 0.5286329388618469 848 603 1203 912
1644,8ee3612f9072477512f638498c50d788, 14 0.8727571368217468 0 0 1 1
1645,8eea7c2445255538d0785405b6832ff9, 14 0.9200294017791748 0 0 1 1
1646,8f0e9a83c1e26189ede1bd22fd751ead,
1647,8f21e046be34b9fd8fe5a3f6bff1b139, 0 0.5323952436447144 725 619 1011 935
1648,8f4074350997e3cac1a8714363ce4069, 14 1.0 0 0 1 1
1649,8f83a4da5d18bff5a21d5caaef7d38ae,
1650,8f87062bcd359f1d6ba0c6ab4e1ce2aa, 14 0.8741773962974548 0 0 1 1
1651,8f90c2f3fa222eac7b59911267d00322, 14 0.5730583071708679 0 0 1 1
1652,8fa99ab9d23eba8869ed9acd6429a0d5, 14 0.967500627040863 0 0 1 1
1653,8fc6580091f8d24be3dbd700d4630833, 14 0.5140926837921143 0 0 1 1
1654,8fc78cbddaaed14a33267a0b3e4094e3, 2 0.5304649472236633 595 596 900 1087 11 0.5827487111091614 0 0 0 51 13 0.6657795310020447 0 0 0 0
1655,900b1f760a359497ccf2a17d08413357, 14 0.8626503944396973 0 0 1 1
1656,9021a7769e065e341d0893fac8250f2f,
1657,902475b417c3d15c12706001292aa02e, 3 0.5083760023117065 502 670 961 989
1658,90298b04a0c568ee2144c3431711b30e, 0 0.8121854066848755 629 519 875 780
1659,9045dfc3d4a724a051e85b331af35116, 14 0.9991300702095032 0 0 1 1
1660,9046a6b2fb904a20e144f9c26ac86ea7,
1661,904c597a439d56ab663e0b5cc5422924, 14 1.0 0 0 1 1
1662,9055b296acf42185d29edd60dfdc6c50, 14 0.9982286095619202 0 0 1 1
1663,9060abafbf20514eb23dacaec98e5001, 14 0.9996247291564941 0 0 1 1
1664,90a2ee123827454effd1632e5a0d2214, 0 0.7443647384643555 650 507 892 785
1665,90fcb945ce4bd77f9d7eb0cf3b7c0c75,
1666,90ff0f6edbdb16fdeeaf3a8471f576ff,
1667,9105b96b6fdcb0dc599dc279b23c524e, 14 0.9991618394851685 0 0 1 1
1668,91123b24b8a4c289820bbb2dc6dabdfe, 7 0.5202500224113464 674 593 977 1059
1669,9112756a7e8b3ae899c07ee78f42ba65, 0 0.5779567360877991 952 648 1334 988
1670,91283908618845879937985817083c93, 14 1.0 0 0 1 1
1671,912a20a92e3eec09b59aad46c4451241,
1672,915e148ea37918f74554937db82e0bef,
1673,91666dfbe7cae907ee17c02084290e4b, 14 0.999993085861206 0 0 1 1
1674,9166a14e1c348730c4f6a58b91cab35b, 0 0.73753821849823 753 612 1090 924
1675,919ae0be4914f8ab1309afd084b552f9, 0 0.667504608631134 492 409 684 621
1676,91a0ba6661f1216e3e0efa1da5085927, 0 0.5938199162483215 861 730 1229 1096 10 0.5369049310684204 692 681 947 1136
1677,91a8f0bfbcfa86f399c6a1175ce78b48, 14 0.5980127453804016 0 0 1 1
1678,91c465dad262c2d07cc9d98ebd3126cf, 14 1.0 0 0 1 1
1679,91fe3b729dcb9a1fe5ddc310893fd339, 14 0.6369531154632568 0 0 1 1
1680,920798732c5a28ac4c00a8cf4a49e3ac,
1681,920adb61fe4f2cad8c72b874d2f06653, 0 0.564395546913147 798 684 1123 1023 13 0.5361228585243225 0 0 0 0
1682,920b51a079a6918a500745fd5dcc1c03, 14 0.5272471904754639 0 0 1 1
1683,921ae3e2888fcc1250129a6e8e585350, 0 0.6611000895500183 641 504 882 773
1684,921d2a094965fd081bc7d0d9ac6354b2, 14 0.9996732473373413 0 0 1 1
1685,9221b0d7c0029ef3ac6e12f5aa330fa6, 0 0.6511353254318237 954 644 1329 979
1686,923555428f4043c4b5eac18d242021a7, 14 0.8226845860481262 0 0 1 1
1687,923e8cd400a4e914b50f3ee0ee7297e3,
1688,925d945d9d6cf5d0f8bb294e8c68fdbc, 14 0.9991125464439392 0 0 1 1
1689,9261a4818a8933262ea1b9b9bebd2b4d, 14 1.0 0 0 1 1
1690,9262bfe5dc41410f1725ebdd26a22334, 14 1.0 0 0 1 1
1691,926787394c8df63b1da0a1cadf1063ee, 0 0.7060249447822571 680 396 922 634
1692,926f386ea35e891d7bfbcf9cab111866, 0 0.5988407731056213 655 543 898 821
1693,9276f93cb5f5b511b7ad3caf71c45f10, 14 0.9999990463256836 0 0 1 1
1694,92a7c4fdc48bc4b5567b292cb57a201d, 0 0.8908389210700989 614 474 865 736 8 0.9613847732543945 552 454 796 776 9 0.6885920166969299 0 0 563 776
1695,92b86dc30366b13fa742c386fb146594,
1696,92e71098a8b0f7e30097a649588a26de, 0 0.667873203754425 644 555 907 841
1697,92e85f2d1d6ad5ebe0385ebb1a7868c2,
1698,92fa602b722ed0b664edb0b7ef6efc6e, 14 0.6420231461524963 0 0 1 1
1699,9312eef59a2ec95acb7e39d0508d89cc,
1700,931dc77300612101a84eff6070ca270a, 14 1.0 0 0 1 1
1701,93239daad566dbc55904c90e6f74a8f4,
1702,933a7e742b3bda1d1e345dd123b5f46a, 0 0.9077816605567932 762 592 1041 915 3 0.7241154313087463 647 892 1119 1215
1703,934e2731a86f3a6d750f7f7d9eaea85c,
1704,937a353dd57519c0757ce2da3ae2bdc2, 14 0.9970218539237976 0 0 1 1
1705,93c4edb47311463feddf87a0ea36f128, 0 0.9828296303749084 896 648 1223 1023 3 0.7009497880935669 837 1092 1421 1480 11 0.5920032858848572 868 762 1208 1315
1706,93cdc1245a32efee2b5ec92abe175e8b, 0 0.5914341807365417 631 441 918 679
1707,940635db4ae037a40c8a95a81de062d6, 0 0.667191743850708 725 596 1040 897 3 0.8344707489013672 561 810 1053 1081
1708,9408e65cccb846a922ba24c1482d1f4e, 0 0.6162383556365967 619 513 859 780
1709,941dc59889449949de70d0b3a545939c,
1710,945654132299ed39a4001917a63442b5, 14 0.9796386957168579 0 0 1 1
1711,94568a546be103177cb582d3e91cd2d8,
1712,945e911b21f8a7a61e1828b1b96e9b57, 0 0.6721118092536926 769 558 1080 843
1713,9466f15cf32369021196e4a474d6864e, 0 0.5644642114639282 928 625 1292 957
1714,94699ec9440ff2d98c16238825994312, 0 0.7672271132469177 793 657 1100 994
1715,94991be117227a4da154ae9d49583695, 14 0.6352736353874207 0 0 1 1
1716,94b4487a6f96741da2745343df491908,
1717,950259de679bcbb923e69129ef6640d5,
1718,950f7420fe9cb8a960a5c3ca47c35748, 14 1.0 0 0 1 1
1719,95108d231a9fd10ed3d5594c3e7f41e1,
1720,95202c6e6cf656274adf379f419ab244,
1721,953e9c48167874db643fd1dc010605c1, 14 0.8167643547058105 0 0 1 1 1 0.5560097694396973 560 534 810 778
1722,9575166c507d7862f5924bc606eb6c1d, 0 0.7619269490242004 664 541 929 830
1723,958a4c63f5e4151e78a7a3684eb4616f, 14 1.0 0 0 1 1
1724,95c1cb84d859b7ef18e61b5e2d052bb5, 0 0.7887870073318481 818 668 1148 1015
1725,95c7dd4307b9ab126fe347ba6e57dd7e, 0 0.5120775103569031 768 640 1071 964
1726,95eb9d1e5697e1c665253e05dcf5a464, 14 1.0 0 0 1 1
1727,96171d4df35e0bb38fd6df7e7b6f35e9, 14 0.8173706531524658 0 0 1 1
1728,96601ac112a5e37c51dabe61bf063a8e, 14 0.930978000164032 0 0 1 1
1729,967a55293ed97ec1447c0da5162a430e,
1730,967cc2106c325f85a5447798328f5d33, 0 0.6950445175170898 729 548 1013 832
1731,968735441bd2c77d7cfcf4d504b1fd5b, 14 0.8308755159378052 0 0 1 1
1732,968a90b80ec6b68aae9703ff30509acc, 0 0.6874852180480957 649 530 896 805
1733,969570a649d3d7f430dd2e4ec11b7bc4, 0 0.5402883291244507 836 702 1194 1063
1734,96b106d836d2b4f16362d3a1d1f767a5,
1735,96ccdf8a8c6680b235e532b179a89285,
1736,96d1504f104b0b4ad88de4a50d413197, 14 1.0 0 0 1 1
1737,96d4d2d2fff41438e38075881b7b0d58, 14 0.7607514262199402 0 0 1 1
1738,973b316bee7e6ccda97c07d096008fea, 14 0.771645188331604 0 0 1 1
1739,97c27cc1254725212a62ca9af162d54d,
1740,97d10edc0bd4a9bdf9265467678944ae,
1741,97e10e9ae645d625489ae5df9548c589, 14 0.8511304259300232 0 0 1 1
1742,97e250bb4422a40cac4d09f33b1abbd9, 14 0.6203182935714722 0 0 1 1
1743,97eefe9bc5a1a7d4dd2c0fa36b407b2d,
1744,97f0ad3b3ccbfc848bf9cc7e1a76377c, 0 0.9392257332801819 791 664 1087 991
1745,980141b50ada8a624c9a1c34c91c95d8, 0 0.6963819861412048 623 513 871 791
1746,9810d731721dbb0ab5c65f8679766c1d, 0 0.919802188873291 668 452 872 677
1747,98425caa984cc12173ccf14b815c3adb, 14 0.5482094883918762 0 0 1 1
1748,98734f45cdc062d160228410a8da696d, 0 0.8322080373764038 915 590 1273 902 3 0.5271087884902954 773 858 1342 1140
1749,9874724dd188122d0142f38b1011dbce, 14 1.0 0 0 1 1
1750,988187e27dd2b73c6d428ff80e47b019,
1751,98c6044176d9706381e15ff1ea27c751, 14 0.7826722264289856 0 0 1 1
1752,98de498a86962549513f49a3b0c5c994, 14 0.9986556768417358 0 0 1 1
1753,98e7165c9909e187308e93f089384f9c, 14 0.7152347564697266 0 0 1 1
1754,98ed8a6f5992837800be0732813b9c57, 14 0.5090110301971436 0 0 1 1
1755,990b0dcd83353894c4a2e73738cd6c25, 14 0.8891684412956238 0 0 1 1
1756,993a0157e7afc9b9ef2857349e3efe6d, 14 0.6460991501808167 0 0 1 1
1757,995c6aa1693e2998b61f2db55f73d4b0, 14 1.0 0 0 1 1
1758,99710cd2d799534072c187da95e4fd89,
1759,99732e844196448b90e50973d6ba5224, 14 0.9973069429397583 0 0 1 1
1760,997d02719c4f6b77010d2ea5bd839edd, 0 0.6096022129058838 992 703 1381 1069
1761,997fdbeb9910b1d22539b9311cc565a5, 14 0.7409449219703674 0 0 1 1
1762,999739311885dd8eceab3dbdc55ebd80,
1763,99a41825d70b5867a2b08e20f05b4e6e, 14 0.8257085680961609 0 0 1 1
1764,99ccfe1695993a5275d11aad4e2abb9c, 0 0.698538601398468 608 398 829 685 6 0.5732666850090027 524 431 801 847
1765,99e1fdb74b8c507753026cd4ee28465c, 14 1.0 0 0 1 1
1766,99f4f493e0ed0a3cd70fe397736534e4, 14 1.0 0 0 1 1
1767,99f7683a4b94a0cdb5f3b98953647a47,
1768,9a0b2fcfccac08e3ed0f1c8d2021d56d,
1769,9a2a32405209c4c47fc684255f4a1d1f, 14 0.9961310625076294 0 0 1 1
1770,9a581d10b649544c3bf01227bb2d728f,
1771,9a7c3ac63356de02fc79d613fccee843, 14 1.0 0 0 1 1
1772,9a8b1df88ad29e363d897f4806bfe15c, 0 0.5744436979293823 669 543 948 806 3 0.990288257598877 564 789 1033 1041
1773,9a8dfa3f9fb55a22a1fae7efeca1c326, 14 0.5151416063308716 0 0 1 1
1774,9a9c1899b72972a4c1a6a540aa2941cf, 14 1.0 0 0 1 1
1775,9ab7362cc2e62924da202b728de69a59, 0 0.8500226736068726 621 489 862 756
1776,9ab8268a94a58960cf1045e60a2d71a3, 14 1.0 0 0 1 1
1777,9aec9e6e04ea05b1715969f8f20c86bc, 14 0.5213577151298523 0 0 1 1
1778,9af18fd0a3ba73f3340c69a5af4f3053, 14 0.7384620904922485 0 0 1 1
1779,9b41c13ac918adcc1261f750a1d61b40,
1780,9b43a48d28746e26aa54baa1e025e8f4,
1781,9b4c819c56238d760d50d8ee8b4cea15, 0 0.8414177894592285 779 620 1075 947
1782,9b4caa22dbd06599d42f7ec9434ca00f, 0 0.8399827480316162 968 654 1338 990 13 0.5430439114570618 0 0 0 0
1783,9b5a9ea07fc759ad8980f867fd114bc4,
1784,9b609fc8e82081f4ac5bf83b8a0fbc5c, 14 0.5941341519355774 0 0 1 1
1785,9b64cc50d04171fc9dc5bb5880bff3d4, 14 0.6266503930091858 0 0 1 1
1786,9b7b30c14e12598ee4bd19777ef0557e, 0 0.8695451617240906 679 526 927 805 3 0.5894063115119934 572 770 976 1053
1787,9b835d02018cfd4bae8398701c51e984, 0 0.9749393463134766 694 548 938 831 3 0.5200089812278748 627 604 922 1041 13 0.58519446849823 0 0 0 0
1788,9b9d4926513c155d102818c7e746dc67, 0 0.7353421449661255 710 708 983 1070 11 0.5137457847595215 0 0 0 0 13 0.5016140937805176 0 0 0 0
1789,9bba713a1eea1a6b3a1f34deef3eb3e7,
1790,9bd79ff85b40084060c327b2b9ca1e81,
1791,9be029176ee67d946f67f6c737e748ca, 14 0.846683919429779 0 0 1 1
1792,9c08285e9324c9e7efbfed86b5a93fd6, 14 0.9996782541275024 0 0 1 1
1793,9c0bd741b166e8fddfdb445430beaa35, 0 0.8682027459144592 666 573 924 858 13 0.5541232824325562 0 0 0 0
1794,9c2c384198990eca39cf2fe3ee00eb04, 0 0.534843921661377 704 561 978 848 9 0.5048512816429138 0 0 781 948
1795,9c39e251d5c438f0320cbb39fa33b351, 14 0.9994233846664429 0 0 1 1
1796,9c424665bf74063ddb60cddbfa76c20f,
1797,9c5119675b20f4718858b071640754f0,
1798,9c71b33d836534579e8c2c15a9849eb0, 14 0.8797953128814697 0 0 1 1
1799,9c76e31a24a12cc234f3a6e3fbd34cea, 0 0.6971316933631897 932 778 1298 1178
1800,9c84001b9cecc492efc1d459c8b18a85, 14 0.9955073595046997 0 0 1 1
1801,9c91dd728f43b2c18c80674c11321fb4, 0 0.6576076149940491 640 566 928 881 7 0.8398202657699585 587 676 916 956 7 0.522183358669281 514 469 724 849
1802,9c965bb9be35d8f706f836fdfabb92ea,
1803,9caf4ff7e331b48dc117b64a33e6e3ce, 14 1.0 0 0 1 1
1804,9cb8ad93052c913e3cce32c0d5ca8e62, 14 0.9868866801261902 0 0 1 1
1805,9cc192f463444b9a3a17afb845146496, 14 0.5698403120040894 0 0 1 1
1806,9cef6970daacf97ee86d7b9bf54034a5, 0 0.5761361718177795 646 529 892 803
1807,9cf44d78a4596e9817decfcefd7d4e63, 0 0.5388928651809692 601 515 846 778
1808,9d0e0a3000f3830dd027f2d1113d7320, 14 0.9993575215339661 0 0 1 1
1809,9d19cfe48e499605ca146bd93557d413, 14 1.0 0 0 1 1
1810,9d24b6b093579f86101c4760c7808986, 14 0.9746444821357727 0 0 1 1
1811,9d24d767c3db6cad70b39f1e27c20879, 8 0.5491916537284851 767 595 1085 1088
1812,9d3db915dfabc8a9ac9cda6223856b90, 3 0.7152340412139893 647 712 1127 971
1813,9d4af3b1d2b17d2003251751aece5d00, 3 0.7593784332275391 647 485 954 730
1814,9d4c73f08e610430aa04a0e4149be21e,
1815,9d55051f2ad55edc96612d7d28dfd472, 14 0.999996542930603 0 0 1 1
1816,9d6140d62003cb479bbc439c160b2abc, 0 0.6862438321113586 1066 748 1498 1119
1817,9d68356f37f8ed3cdea24fcf8392b028, 0 0.5141857266426086 611 504 851 776
1818,9d795973792d0790888f8f765341abfc,
1819,9da8227ee1231405e20fda4498813ba2, 0 0.9047392010688782 736 545 986 845
1820,9dac311de884273b67f2623ce139e248, 0 0.6051005125045776 797 646 1098 978
1821,9dc84f214b1b2069a81805d2f93b81a2, 0 0.8124187588691711 799 617 1121 962 8 0.5942230224609375 717 609 1039 1103
1822,9dd7f778ffcaa49e3a0f66aa27ed2105,
1823,9dd83beafe70432164f9945fef7da826, 0 0.5335124135017395 798 697 1123 1058
1824,9e03f33a5f100880b2d2bdfbc46b7b72,
1825,9e684cda9b5184ed2f879b971930527e, 10 0.6081018447875977 469 456 656 673
1826,9e77743ee6d98ede10b36e8f12c1f226,
1827,9e8a5a85012b7b8c5dd164382d93e089,
1828,9ec80d6a0493b9a748309d7d7b85c129,
1829,9ed8458f2aa4cf1dd7a282dc9511e3d8, 0 0.6007964015007019 793 665 1103 1011
1830,9ef603566431768ef5da6869f9f52096, 14 0.9585727453231812 0 0 1 1
1831,9f3af32d10e06c9d1b3e0e2d39fbf9de,
1832,9f3b5336a28a4e41628702386e1d0c40, 14 0.9995235204696655 0 0 1 1
1833,9f53cbf4bddc2669e6fc0a3c3eef2c8f, 14 0.9999957084655762 0 0 1 1
1834,9f8b0424d8c2a0856a5c7aed3a7753e2,
1835,9fc090c6d79c30b3979bd20b6c05ec83, 0 0.7374107837677002 615 490 836 748
1836,9fc5ef9b5be525040e800cfb9a3c9bb9, 0 0.5604634284973145 851 732 1190 1101
1837,9fd5e9cafe7e189e003d0c1f1d379815,
1838,9fd7502c56c4c91aa88f6442d3ccb567,
1839,9fda60640538c98e371a780e76b8a934,
1840,9ffba960315efc66943dc8e69906f999, 14 0.6299206614494324 0 0 1 1
1841,9ffc8ca8d76cfe864a79da8bafbd9342,
1842,a039af299f86007d0d77da077a6def9a, 0 0.5950737595558167 592 437 799 685
1843,a04f8ce606d065b30adcd26b231e7ff2,
1844,a068f71d0687536e31df36ce45e9bac7, 14 0.9999722242355347 0 0 1 1
1845,a06ad52f2d2ee79591f6381b9e1c19c3, 14 1.0 0 0 1 1
1846,a0c38318fbf46b92e92575afae12b355,
1847,a0dabcf104fe074b53d98c6935efffb1, 0 0.6190809011459351 751 615 1055 948
1848,a0e47101a18af84ab9cfc2d9669226cf, 7 0.6615588068962097 748 681 1157 941
